fk_id_innovation_info;fk_id_research_phases;fk_id_innovation_stg;fk_id_geo_scopes;fk_id_contrib_crp;fk_id_degree_inno;fk_id_location;fk_id_deliverables_info;fk_id_smo_org_types;fk_id_oics;fk_id_crp;fk_id_innovation_type;fk_id_phases
133;0;0;0;0;0;0;0;0;0;2;0;20
1;1;3;4;2;2;50;8;0;0;1;5;3
2;2;3;2;3;2;175;52;0;0;3;2;37
3;3;3;2;2;2;162;28;0;0;1;2;3
4;3;3;4;2;1;185;33;0;0;4;1;54
5;3;4;3;2;2;61;0;8;43;2;3;20
5;3;4;3;2;2;61;0;3;43;2;3;20
5;3;4;3;2;2;60;0;8;43;2;3;20
5;3;4;3;2;2;60;0;3;43;2;3;20
5;3;4;3;2;2;72;0;8;43;2;3;20
5;3;4;3;2;2;72;0;3;43;2;3;20
5;3;4;3;2;2;117;0;8;43;2;3;20
5;3;4;3;2;2;117;0;3;43;2;3;20
5;3;4;3;2;2;134;0;8;43;2;3;20
5;3;4;3;2;2;134;0;3;43;2;3;20
5;3;4;3;2;2;135;0;8;43;2;3;20
5;3;4;3;2;2;135;0;3;43;2;3;20
5;3;4;3;2;2;187;0;8;43;2;3;20
5;3;4;3;2;2;187;0;3;43;2;3;20
5;3;4;3;2;2;207;0;8;43;2;3;20
5;3;4;3;2;2;207;0;3;43;2;3;20
5;3;4;3;2;2;260;0;8;43;2;3;20
5;3;4;3;2;2;260;0;3;43;2;3;20
5;3;4;3;2;2;256;0;8;43;2;3;20
5;3;4;3;2;2;256;0;3;43;2;3;20
5;3;4;3;2;2;272;0;8;43;2;3;20
5;3;4;3;2;2;272;0;3;43;2;3;20
6;2;2;1;1;1;274;82;0;0;1;5;3
6;2;2;1;1;1;274;29;0;0;1;5;3
7;3;3;1;3;1;274;1;0;0;1;5;3
8;1;3;5;3;2;181;51;0;0;3;5;37
9;1;1;1;3;1;274;83;0;0;1;2;3
10;3;1;2;3;1;162;55;0;0;3;4;37
11;3;4;1;1;2;274;17;3;0;1;5;3
11;3;4;1;1;2;274;16;3;0;1;5;3
12;1;1;4;3;2;50;0;0;0;3;2;37
13;3;1;2;3;2;161;81;0;0;1;5;3
14;2;1;2;3;2;162;54;0;0;3;2;37
15;2;2;4;1;1;56;0;0;0;3;2;37
16;2;3;5;2;1;104;27;0;0;1;3;3
16;2;3;5;2;1;104;7;0;0;1;3;3
17;1;3;4;2;1;104;27;0;0;1;3;3
17;1;3;4;2;1;104;28;0;0;1;3;3
17;1;3;4;2;1;104;26;0;0;1;3;3
18;3;2;3;3;2;38;80;0;0;3;5;37
18;3;2;3;3;2;72;80;0;0;3;5;37
18;3;2;3;3;2;117;80;0;0;3;5;37
18;3;2;3;3;2;207;80;0;0;3;5;37
18;3;2;3;3;2;260;80;0;0;3;5;37
18;3;2;3;3;2;256;80;0;0;3;5;37
19;1;1;1;2;2;274;0;0;0;2;5;20
20;2;2;4;3;2;39;0;0;0;2;3;20
20;2;2;4;3;2;72;0;0;0;2;3;20
20;2;2;4;3;2;256;0;0;0;2;3;20
21;3;3;1;3;2;274;0;2;0;2;5;20
21;3;3;1;3;2;274;0;3;0;2;5;20
21;3;3;1;3;2;274;0;11;0;2;5;20
22;2;2;2;2;2;155;0;0;0;2;3;20
23;2;2;1;1;2;274;0;0;0;2;3;20
24;2;2;3;2;2;72;0;0;0;2;3;20
24;2;2;3;2;2;85;0;0;0;2;3;20
24;2;2;3;2;2;187;0;0;0;2;3;20
24;2;2;3;2;2;260;0;0;0;2;3;20
24;2;2;3;2;2;256;0;0;0;2;3;20
25;2;2;2;2;2;172;21;0;0;1;2;3
26;1;1;2;2;2;172;20;0;0;1;5;3
26;1;1;2;2;2;172;22;0;0;1;5;3
27;2;2;4;3;1;50;3;0;0;1;4;3
27;2;2;4;3;1;50;9;0;0;1;4;3
28;1;1;5;3;2;104;31;0;0;1;5;3
28;1;1;5;3;2;104;30;0;0;1;5;3
29;1;1;1;1;1;274;19;0;0;1;5;3
29;1;1;1;1;1;274;5;0;0;1;5;3
29;1;1;1;1;1;274;18;0;0;1;5;3
30;2;2;3;2;2;24;0;0;0;1;5;3
30;2;2;3;2;2;134;0;0;0;1;5;3
31;1;1;1;1;1;274;0;0;0;5;5;71
32;2;3;1;1;1;274;0;0;0;5;1;71
33;1;3;1;2;2;274;0;0;0;5;5;71
34;1;1;4;1;2;50;0;0;0;5;3;71
35;1;1;4;1;2;256;0;0;0;5;2;71
36;3;3;3;2;1;117;0;0;0;5;2;71
36;3;3;3;2;1;185;0;0;0;5;2;71
36;3;3;3;2;1;260;0;0;0;5;2;71
37;3;3;4;2;2;72;79;0;0;5;3;71
37;3;3;4;2;2;72;78;0;0;5;3;71
38;1;4;4;2;1;50;2;11;0;1;5;3
38;1;4;4;2;1;50;4;11;0;1;5;3
38;1;4;4;2;1;50;8;11;0;1;5;3
39;3;1;3;2;2;267;24;0;0;1;3;3
39;3;1;3;2;2;267;23;0;0;1;3;3
39;3;1;3;2;2;267;25;0;0;1;3;3
39;3;1;3;2;2;72;24;0;0;1;3;3
39;3;1;3;2;2;72;23;0;0;1;3;3
39;3;1;3;2;2;72;25;0;0;1;3;3
39;3;1;3;2;2;117;24;0;0;1;3;3
39;3;1;3;2;2;117;23;0;0;1;3;3
39;3;1;3;2;2;117;25;0;0;1;3;3
40;3;4;4;2;1;0;0;3;0;3;3;37
40;3;4;4;2;1;0;0;5;0;3;3;37
41;3;4;1;1;1;274;15;2;0;1;5;3
41;3;4;1;1;1;274;15;3;0;1;5;3
41;3;4;1;1;1;274;15;4;0;1;5;3
41;3;4;1;1;1;274;15;6;0;1;5;3
41;3;4;1;1;1;274;15;7;0;1;5;3
41;3;4;1;1;1;274;15;8;0;1;5;3
41;3;4;1;1;1;274;15;9;0;1;5;3
41;3;4;1;1;1;274;15;10;0;1;5;3
41;3;4;1;1;1;274;10;2;0;1;5;3
41;3;4;1;1;1;274;10;3;0;1;5;3
41;3;4;1;1;1;274;10;4;0;1;5;3
41;3;4;1;1;1;274;10;6;0;1;5;3
41;3;4;1;1;1;274;10;7;0;1;5;3
41;3;4;1;1;1;274;10;8;0;1;5;3
41;3;4;1;1;1;274;10;9;0;1;5;3
41;3;4;1;1;1;274;10;10;0;1;5;3
42;3;4;1;1;1;274;6;3;0;1;5;3
42;3;4;1;1;1;274;6;5;0;1;5;3
42;3;4;1;1;1;274;6;7;0;1;5;3
42;3;4;1;1;1;274;6;8;0;1;5;3
42;3;4;1;1;1;274;6;9;0;1;5;3
42;3;4;1;1;1;274;6;10;0;1;5;3
42;3;4;1;1;1;274;14;3;0;1;5;3
42;3;4;1;1;1;274;14;5;0;1;5;3
42;3;4;1;1;1;274;14;7;0;1;5;3
42;3;4;1;1;1;274;14;8;0;1;5;3
42;3;4;1;1;1;274;14;9;0;1;5;3
42;3;4;1;1;1;274;14;10;0;1;5;3
43;3;4;1;1;2;274;13;2;0;1;5;3
43;3;4;1;1;2;274;13;3;0;1;5;3
43;3;4;1;1;2;274;13;4;0;1;5;3
43;3;4;1;1;2;274;13;5;0;1;5;3
43;3;4;1;1;2;274;13;6;0;1;5;3
43;3;4;1;1;2;274;13;7;0;1;5;3
43;3;4;1;1;2;274;13;1;0;1;5;3
43;3;4;1;1;2;274;13;8;0;1;5;3
43;3;4;1;1;2;274;13;9;0;1;5;3
43;3;4;1;1;2;274;13;10;0;1;5;3
44;3;4;2;2;1;172;12;6;0;1;5;3
44;3;4;2;2;1;172;11;6;0;1;5;3
45;2;1;3;2;1;117;75;0;0;5;2;71
45;2;1;3;2;1;251;75;0;0;5;2;71
46;3;3;3;3;1;117;76;0;0;5;3;71
46;3;3;3;3;1;207;76;0;0;5;3;71
46;3;3;3;3;1;256;76;0;0;5;3;71
47;2;1;4;2;1;260;74;0;0;5;3;71
48;2;2;2;2;2;172;77;0;0;5;2;71
49;3;3;4;2;1;135;33;0;0;4;1;54
50;3;3;1;2;1;274;33;0;0;4;1;54
51;3;3;1;2;1;274;33;0;0;4;1;54
52;1;1;1;3;1;274;32;0;0;1;5;3
53;3;4;4;2;1;85;0;5;0;1;3;3
54;2;3;4;2;2;104;45;0;0;2;3;20
54;2;3;4;2;2;104;48;0;0;2;3;20
54;2;3;4;2;2;104;47;0;0;2;3;20
54;2;3;4;2;2;104;46;0;0;2;3;20
55;1;1;4;2;2;267;84;0;0;1;3;3
56;1;1;4;2;1;267;0;0;0;1;3;3
57;2;2;4;2;1;104;0;0;0;1;2;3
58;2;2;4;2;2;256;0;0;0;2;5;20
59;1;1;4;2;2;72;43;0;0;2;3;20
60;2;2;3;2;2;19;0;0;0;2;3;20
60;2;2;3;2;2;66;0;0;0;2;3;20
60;2;2;3;2;2;72;0;0;0;2;3;20
60;2;2;3;2;2;138;0;0;0;2;3;20
61;1;1;3;2;2;72;0;0;0;2;3;20
61;1;1;3;2;2;138;0;0;0;2;3;20
61;1;1;3;2;2;271;0;0;0;2;3;20
62;2;2;4;2;2;104;53;0;0;2;3;20
62;2;2;4;2;2;104;44;0;0;2;3;20
63;1;3;1;2;1;274;33;0;0;4;1;54
64;3;3;4;2;1;61;33;0;0;4;1;54
65;3;3;1;2;1;274;33;0;0;4;1;54
66;3;3;4;2;1;195;33;0;0;4;1;54
67;3;3;4;2;1;195;33;0;0;4;1;54
68;3;3;4;2;1;207;33;0;0;4;1;54
69;3;3;4;2;1;207;33;0;0;4;1;54
70;3;3;4;2;1;207;33;0;0;4;1;54
71;3;3;4;2;1;207;33;0;0;4;1;54
72;3;3;4;2;1;92;33;0;0;4;1;54
73;3;3;4;2;1;104;33;0;0;4;1;54
74;3;3;4;2;1;104;33;0;0;4;1;54
75;3;3;4;2;1;19;33;0;0;4;1;54
76;3;3;4;2;1;100;33;0;0;4;1;54
77;3;3;4;2;1;100;33;0;0;4;1;54
78;3;3;4;2;1;104;33;0;0;4;1;54
79;3;3;4;2;1;104;33;0;0;4;1;54
80;3;3;4;2;1;185;33;0;0;4;1;54
